sentence,score
전체적으로 재밌지만 극장판으로 송태섭 가족 내용을 추가로 넣을 필요가 있었나 싶었음.. 경기 진행에 가끔 끊기는 느낌 들어 아쉬움.. 차라리 원판 그대로 강백호 시점에서 원작의 감동을 그대로 살렸으면 어땠을까 살짝 아쉽네요,9
뚫어!! 1000만!!,10
이게 뭔지?미쳤노?강철의 연금술사 실사영화나 진격의 거인 실사영화와 동급,1
&amp;#34;완벽한 인간은 없다&amp;#34; 감독의 목적과 방향을 관통한다. ,8
과거 차쟁이들 선의의 경쟁을 보여준 영화. 차를 좋아한다면 즐겁게 볼수있는영화,10
적당히 가벼워서 가족영화로 적당,10
"저는 1편보다  더 재미있게 보았네요. 내용이 심플해서   지루하지도 않았고, 3d로 보니 화면이 정말 끝내줬어요.",10
"슬램덩크의 팬이시라면 관람하지 않을 이유가 없을 영화입니다. 보기 전에는 기대와 다를까 약간의 우려가 있었지만 정말 기우였습니다.  산왕전은 만화책으로만 봤기에 SBS 방영판의 성우들 목소리로 머리 속에서 움직임을 그려 왔었는데, 클로즈업이나 움직임이 적을 때 드러나는 만화책의 평면감이 운동 경기로 장면이 전환되면 빠르고 자연스럽게 입체로 바뀌면서도 그 움직임이 너무 부드럽고 빨라 생동감이 넘쳤습니다. 인물들의 섬세한 표정 변화도 발군이었습니다. 보고 있는 내내 함께 웃고 울었어요. 박진감 넘치는 주제곡도 최고였습니다. ",10
에이브릴 라빈...음악은 들을만 하지만 그 뿐이다...,5
감동받을만하면 노래합창 ㅡ.ㅡ,6
지루한 드라마를 기술로 극복했다. 이 이상의 3d 기술이 나올 수 있을까,7
기다리고 기대했던만큼  최고입니다!!!,10
처음 오프닝부터 마지막까지 그냥 미쳤다.,10
말과의 교감. 동화같은 이야기. 경마를 운영하는 대표의 넓은마음.,10
그냥 보통 슬램덩크가 시간이 더 잘가더라,6
"아주 잘쓰여진 스토리에, 매력 넘치는 캐릭터들, 깔끔한 전개와 교훈, 감동을 주는 스토리어쩌면 일부는 유치하다고 할 수 있지만 만화캐릭터들에 장점같다",10
이렇게 많이 영화본적은 처음이고 뮤지컬 영화인걸 아시고 가셨으면 좋겠습니다 다들 모르시고 가셨다가 갑자기 노래가 나와서 당황하시는데 알고 가셨음 좋겠습니다 귀호강도 하고 눈호강도 하면서 볼수있는 영화이니 꼭 보시고 다시한번더 보면 좋겠네요!!ㅎㅎ,10
기대 없이 봤는데 보는 내내 웃고 울었네요. 대사가 참 마음에 와 닿고 연기자들 정말 합도 잘 맞고 진짜 가족같았어요 마름에 울림이 큰 영화네요,10
추억을 떠나서... 너무 잘만들구 재밌었다,10
이 모든 영상이 만들어진것이라는걸전혀 못느낌,10
엉엉 울었습니다 제발 보세요 진짜 그냥 보세요,10
이런 명작이 숨겨져 있었다니... 서정적인 공포영화 신선하네요!,10
한국에서도 이런 뮤지컬 영화가 가능한지 느끼게 해준 영화. 배우들의 열연과 감동적인 스코어. 2022 최고의 영화였다.,10
간만에  진짜  잼나게 봐서  두번봤어요   새로운  소재에 흥미로웠고  영상또한  빠져들며 본것 같아요  시간이 어떻게 지나갔는지 모르게  잘봤네요,10
영화가 너무 강강강입니다그래도 볼거리가 많습니다이정재감독 첫 영화를 축하합니다,9
슬램덩크에 대한 추억도 없고 스토리를 단 1도모른채 보러갔습니다. 처음에는 경기와 어린시절 교차편집으로 내용이 혼란스럽고 대사도 더빙버전이라그런지 가끔 오글거리는 느낌을 받다가 경기시간 마지막 10분남은시점에서의 연출에 그냥 지렸습니다.. 특히나 스토리를 모르는채 봐서 산왕전을 이기는지 지는지도 몰랐던터라 마지막에는 실제 농구경기처럼 손에 땀을쥐고 북산을 응원하며 봤습니다. 슬램덩크 입문자라 다른분들처럼 100프로 감동을 느끼진 못했지만 후반부연출만으로도 충분히 값어치를 하는 영화라고 생각합니다.,8
아 진짜 조~~~올~~~라 재밌다 ㅋㅋㅋ,10
너무  유쾌하게  잘보고왔어요~~,10
일본인 피살자는 무고한 양민일 뿐이었던것 같은데... 그 피살자가 국모와 무슨 관계가 있다는 건지....원수를 갚는다는 사람이 살인후에 소지품은 왜 훔쳐갔는지...민씨가 애초에 국모로 떠받들만한 사람이기는 했는지....전형적인 특정인 미화 영화인듯...,1
봉준호를 재평가한 숨은 작품. 제목만 보고  모성애 관련 영화라 재미없을것 같아  안보다가 10년넘어 이제야 봤지만  정말 잘 만든 예술 영화. 프로로그도 그랬지만 에필로그 장면은 생각을 많이하게 하는 명작이다.내 기준엔 아카데미 수상작이다.,10
사십중반..   최초로 혼자 영화관으로 나를 이끈..그리고 그 용기(?)에 대한  보답을 준 영화,10
너무 재밌습니다 기대를 별로 안하고 봤는데 잘 만들었네요,10
이영화 진심 내가 본영화중 가장감동적이고 한번더어 보고싶다..,10
꿈만 쫓아 되는 대로 살아온 40세 소녀의 진부해서 조금 지루하지만 의미 있고 따뜻한 인생 교훈담.영화 특히 &amp;#39;재미 없는 영화들&amp;#39;에 대한 러브레터.작품의 세계관에 완전히 녹아든 주연들의 자연스러운 연기와 그걸 가능케 하는 좋은 연출.영화 속 계절과 정 반대로 이 영화는 훈훈하다.,8
나라 잃은 젊은이들이 나를 버리며 지킨 이 나라,10
다 좋은데 화장실이 매우 급해지는 영화임,7
보는데 너무 힘들었어요,2
"디즈니는 이제 동성연애,여성우월,유색인종 관련 소스를 안넣으면 아무것도 못만드나;;",2
12월만 되면 생각나는 영화소장중,10
와 대체 이게 뭐노...,10
진짜 할 말이 없음.... 4번째로 스크린x 로도 보러 갈간데 너무 기대됨,10
아시아인들에대한 편견도 없어졌으면 하는 바람.. 저당시 흑인은 참 힘들었겠지만 지금 아시아인들이 저 당시 흑인의 차별을 당하는듯한 ㅜ 이세상의 모든 차별이 사라지길 바라면서..,10
산왕전은 100년이 흘러도 감동으로 기억될듯,8
아 미 쵸 이 를 어 쩌 냐 하 악,1
옛날 느낌없다 난 실망 후,2
불법으로 스캔본 만화를 봤던 과거의 나에 대한 속죄. 그때 그 감동을 내심 기대한 나의 잘못. 원작만큼은 아니지만 좋은 영화.,7
아주 만족합니다 추천..,10
재미있어요. 사극 그시간동안 다 전문 배우들이 하나하나 좋은 영화를 만들어주셔서 감사합니다. ,10
사춘기 소년소녀의 감성을 잘 표현했다. 순수하다. 그리고 나도 저 나이때 저런 순수함이 있었구나 라는걸 생각해냈다. 다신 돌아오지 않을 그 순수함이 눈물나게 그립다. ,10
티모시 올리펀트가 정말 찰떡같이 원작의  히트맨을 만들어냄. 2023년에 다시 봐도 촌스럽지가 않음. 특히 호텔바에서 낯선여자와의 대화씬은 대머리임에도 정말 멋짐.,10
연기 미쳤고 내용 오짐 ㅇㅇ,10
주인공들의 최고의 연기력 ,10
아니 난 너무 재미있게 봤는데…집에서 천천히 스토리 엮어가며 봐서 그른가..옛날 전우치도 재미있었고 이런류 난 좋아하는가봄,10
악평들도 많은데 적어도 나에겐 충분히 즐거웠고 놀라웠다. SF영화로 보여줄 수 있는 상상력의 최대치를 본 기분이랄까...,10
영상미도 좋았고 내용도 감동적이였다,10
20년전의 나와 마주하게 된다.,10
나도 인천상륙하고 싶어짐,10
마지막에 숨 참고 봤다. 가슴이 벌렁벌렁 댐.. 최고!!!! OST도 징글징글 하게 잘만듬ㅠㅠ 처음에 연필로 등장할 때 심장 터지는 줄 알았고요. 평소에 듣기 힘든 멋진 목소리가 가득한 더빙으로 보기 정말 잘한거 같아요,10
절대 다른 영화로는 느낄 수 없는 슬램덩크만의 감동 ㅠㅠ,10
실존했다고 알려진 &amp;#39;제보당의 늑대&amp;#39; 실화 이야기... 괜찮게 보긴 했는데 다만 괴물늑대 CG가 좀.ㅋㅋㅋ 물론 20년전 기술이라 그렇긴하지만ㅋ ,8
4D는 체력 딸리는 심약자가 보면 안됩니다. 놀이공원에 3시간 버티는 급입니다. 그래도 영화는 가족애와 화려한 영상미가 많아 볼거리가 풍부했습니다. 제작비가 어마어마하겠단 느낌이 팍팍..,10
"스토리 큰 틀은 1편이랑 비슷하지만, 그 세부 내용들은 새롭고 매력적이였음. 영상미는 말할 것도 없고 바다 표현 진짜 이쁘고 생명체들도 어찌 그리 매력적이게 디자인 했는지… 4d로 봐서 더 재밌는듯,, 정말 아름다운 영화…",10
맷 데이먼 만으로도 충분한 영화~,9
샌프황 돈도 많이 벌면서 좀 말리지 그랬냐 에휴,1
슬프면서도 행복한 멜로디,9
그 시절로 돌아가서 다시 느끼는 원작 만화 못지 않는 감동 ㅠㅠ클라스는 영원하다!정말 강추합니다~~~,10
평점이 너무 높아서 봐버렸다,4
감사합니다 정말 이말밖에 생각이 나질안네요,10
난? 박찬욱 감독? 나하곤 안 맞나보다?,6
멋있고 좋은 영화입니다. 우리나라 영화도 이렇게 만들  수 있구나.,10
가해자아빠. 피해자아빠. 시도는 굿. 연기도 굿. 그런데 작가가 너무 딸림ㅜ 거기에 연출도 한몫,6
보시려면 꼭 손수건 들고 가시고 진짜 너무 재밌어요..,10
2022년 비상선언 데시ㅂㄹ 압꾸정 3대쓰레기 영화 등극!,1
응.... &amp;#34;꺼라 어서&amp;#34;,1
내용이 살짝 살짝 지루할 때마다 고창석만 봐도 웃기는..ㅋㅋ,8
22년전 영화인데 스타일을 한번 봐라  한마디로 스타일리쉬하다,10
감독도 찍으면서 이거 아닌데 싶었을텐데 세상에 내놓았다는게 감동적입니다.OST에 집중해서 보세요. 금방 잠들어서 그냥 좋은 자장가용 영화가 됩니다.,1
무려 제리 브룩하이머가 제작한 수백억짜리 &amp;#39;꾸러기 수비대&amp;#39;.,6
좋아요 . 연기도 연기라 빠져드는게 있고 정말 좋았습니다,10
극장가서 보고 왔는데 옛 추억에 젖어서 울음 참느라 힘들었네요.. 혼자 집에서 마음껏 울면서 다시 보고 싶어요,10
영화를 감상한다가 아니라 한편의 판타지를 체험한  그런 감정의 영화였습니다.. 남양주 메가박스 3D 감상 추천입니다..,8
진짜 숨막힐정도로 감동적이였고 재밌었다. 10년안에 본 영화중 제일 좋았음,10
첫등장씬부터 미쳤습니다정말이지 살아생전 산왕전을 볼수 있어서 무한감사입니다,10
울면서 봤어요. 어머니 보고싶슾니다. 그리고 내 아내... 너무 사랑해...,10
황당하지만 끝까지 보게 되는 일본식 병맛 개그,6
"하., 졸잼 눈호강 지대로",10
이딴게 영화라고?말이 필요한가..,1
근래 봤던 영화중 최고 인생영화,10
소지섭한테 왜 그래 ㅠㅠ출연료 두배 받아야 한다,1
누가 뭐라해도 나에게는 순간순간이 선물과도 같았다 ,9
진짜 시작하자마자 1초 1초 흘러가는게 너무 아까웠다 계속보고싶었다 마지막이 없는것처럼,10
1차 세계대전의 생생함을 잘살린 타임머신 같은 영화. 군인들은 조국의 이상을 위해 참전했으나 모두 사망하면서 전쟁에 이상은 없다는 것을 보여준다. ,9
경기 중 나오는 ost도 미치겠고 마지막 순간은 극장을 숨 죽이게 만듬 그리고 같이 심장이 터질 것 같은 느낌을 제대로 느꼈다 … 안 본 사람 바보 ~…!,10
오프닝에서 한명씩 걸어나올때 이미 별 다섯개!!눈물은 안된다고 각오했지만 울컥은...어쩔수 없다...,10
"너무 재미있었어요. 영상미가 대박입니다,",10
얼굴이 다했다영상미는 좋은데 깊이는 굉장히 얕음 ,4
뻔하지만 그래서 더 감동을 주는 그런 영화..,10
오랜만에 만화 속 남자들에게 설레었다.,10
감동깊게 너무 잘 봤습니다 ㅜㅜ,10
슬픔속에 행복이랄까 넘 따숩고   아름다웃 영화네요  ,10
최고의 감동과 전율....  ,10
진짜 평소에 후기같은거 잘 안쓰는데 오늘 보고 쓰고 싶어졌습니다..진짜 영화 한 장면 한 장면에 의미가 있고 부분 부분 감동적인 따뜻하고 슬픈 영화였어요..친구들이랑 같이 보러갔는데 안울겠다고 큰소리 쳐놓고 제가 제일 많이 울었네요 ㅋㅋㅋ꼭 보세요 진짜 여운도 남고 눈이 행복해요 그리고 세번째 규칙 난 이미 어겼는데랑 하루하루 행복하게 만들어준다고 할때...설레죽을것 같았어요,10
나는 당신으로 죽을테니 당신은 나로 사세요 ,10
솔직히 기대안하고 봤다가 시간이 정말 어떻게 가는지 모르고 봄. 물의길 보다는 나았음,10
1편보다 훨 재밌습니다누가지루하다했나요? 시간후딱갑니다요,10
CG가 미쳤다 판도라에 간거만 같은 착각을 하게 할 정도,10
Masterpiece,10
소재가 새로워서 좋았습니다. ,8
몰입도 높고 감정소모 심해도 볼만 함,10
숨참고 봤음 너무 재밌었음! 다른 에피나 캐릭터시점으로 또 나왔으면 좋겠다,10
재밌네…. 남주 잘생겼노..복싱할 때 대존멋 ㅠ ,10
초반까지는 좋았었습니다.,6
내가 또한번 보고있다..마침내..,10
그럭저럭 볼만했습니다.,7
생각보다 볼만하였습니다.,7
농구는 1번 포지션이지..어빙보다 송태섭,10
그냥감동  감동 감동 감동,10
"옛 추억에 빠질 수 있어, 그때 그 순간으로 돌아가게 해주셔서 감사합니다.마지막 10초 연출은 정말 최고였습니다",10
딸과 함께 봤는데 의미있는 영화라 좋았어요~,10
배우분들 연기대박이고 독립운동가분들  존경합니다,10
"아마겟돈, 더록.. 이것저것 짬뽕에, 어이없는 진행.. 중간중간 오그라드는 대사...  ",6
